Product Name,Product ID,Listing Price,Sale Price,Discount,Brand,Description,Rating,Reviews,Last Visited,Gender,Product Type,Popularity
Men's adidas Toe Side II Slippers,CM0068,12.99,7.79,40,Adidas CORE / NEO,"Men's adidas Toe Side II Slippers: The adidas casual sandals for men with a striking camouflage design. Features stylish webbing straps, Diecut EVA midsole for stable cushioning and abrasion resistant rubber outsole with wet and dry traction pattern.",1.5,59,2020-04-13 15:06:20,Men's product,footwear,high popularity
Men's adidas Outdoor Elevate Sandals,CK9830,27.99,13.99,50,Adidas SPORT PERFORMANCE,Men's adidas Outdoor Elevate Sandals: Stylish and sleek adidas sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control.,2.8,14,2020-04-13 15:06:20,Men's product,footwear,low popularity
men's ADIDAS RUNNING NEBULAR 1.0 SHOES,CJ0080,45.99,22.99,50,Adidas CORE / NEO,men's ADIDAS RUNNING NEBULAR 1.0 SHOES: The premium looking adidas Nebular 1.0 Running shoes for men crafted with Mesh overlays which make it lightweight. The breathable sandwich Mesh offer extended ventilation and comfort. Light strike IMEVA midsole with full Rubber outsole provides durability.,5.0,2,2020-04-13 15:06:20,Men's product,footwear,low popularity
Men's adidas Originals Superstar Shoes,EG4957,79.99,79.99,0,Adidas ORIGINALS,"Men's adidas Originals Superstar Shoes: These trainers born in the '70s keep the look classic with a coated leather upper. They feature all the authentic details, including zigzag edging on the tonal 3-Stripes and the signature rubber shell toe.",4.9,38,2020-04-13 15:06:20,Men's product,footwear,medium popularity
Men's adidas Originals Stan Smith Shoes,BD7438,79.99,39.99,50,Adidas ORIGINALS,Men's adidas Originals Stan Smith Shoes: The chic minimalism of the Stan Smith invites endless variation. These men's shoes are updated for the season with a subtle twist. A small cutout Trefoil makes a surprise appearance on the smooth leather upper.,4.0,85,2020-04-13 15:06:20,Men's product,footwear,very high popularity
Men's adidas Sport Inspired Duramo Lite 2.0 Shoes,B75579,49.99,24.99,50,Adidas CORE / NEO,"Men's adidas Sport Inspired Duramo Lite 2.0 Shoes: Refine your interval training in these men's versatile running-inspired shoes. Featuring a lightweight mesh and synthetic upper, they combine responsive midsole cushioning with a soft collar that reduces ankle pressure.",4.3,6,2020-04-13 15:06:20,Men's product,footwear,low popularity
Men's adidas Swim Ozor III Slippers,CM0057,12.99,7.79,40,Adidas CORE / NEO,"Men's adidas Swim Ozor III Slippers: The simple and stylish adidas Ozor III slippers for men. Best suited to match with your swimwear, these printed slippers have a soft footbed for additional comfort for your feet while the Synthetic strap with vents provides breathability proper fitting.",2.2,46,2020-04-13 15:06:21,Men's product,footwear,medium popularity
Men's adidas Swim Gadi Slippers,CL0206,14.99,7.49,50,Adidas CORE / NEO,Men's adidas Swim Gadi Slippers: These thongs are primed for warm-weather fun in a simple design with an urban inspired city graphic print on footbed and adidas brading featured on heel and strap.,3.7,9,2020-04-13 15:06:21,Men's product,footwear,low popularity
MEN'S ADIDAS RUNNING LEGUS SHOES,CJ8058,59.99,29.99,50,Adidas CORE / NEO,"MEN'S ADIDAS RUNNING LEGUS SHOES: Get maximum support, comfort and a refreshed look with these adidas Legus shoes for men. The textile mesh upper is breathable and has a sock-like fit and the supportive cage in the shoe's midfoot provides midfoot lockdown. CLOUDFOAM gives instant step in-comfort, long-lasting responsive cushioning and a super-plush feel and the Rubber outsole gives ultimate durability.",2.7,87,2020-04-13 15:06:21,Men's product,footwear,very high popularity
Men's adidas Originals CAMPUS Low Shoes,BZ0086,79.99,39.99,50,Adidas ORIGINALS,"Men's adidas Originals CAMPUS Low Shoes: This men's classic sneaker stays close to its trendsetting '80s design, while staying modern for today's streets. Boasting a suede upper with contrast 3-Stripes and heel patch, these shoes feature a reinforced toe cap. The cupsole leaves a herringbone-pattern footprint for a retro twist.",2.0,28,2020-04-13 15:06:21,Men's product,footwear,medium popularity
MEN'S ADIDAS RUNNING HELKIN 3.0 SHOES,CJ8117,45.99,22.99,50,Adidas CORE / NEO,MEN'S ADIDAS RUNNING HELKIN 3.0 SHOES: Style and performance go hand in hand in this adidas Helkin 3.0 Running shoes for men. The breathable upper Knit-Mesh offers maximum ventilation. EVA midsole and rubber outsole.,4.0,87,2020-04-13 15:06:21,Men's product,footwear,very high popularity
MEN'S ADIDAS RUNNING LEGUS 1.0 SHOES,CJ8073,55.99,27.99,50,Adidas CORE / NEO,"MEN'S ADIDAS RUNNING LEGUS 1.0 SHOES: Get maximum support, comfort and a refreshed look with these adidas Legus shoes for men. The textile mesh upper is breathable and has a sock-like fit and the supportive cage in the shoe's midfoot provides midfoot lockdown. CLOUDFOAM gives instant step in-comfort, long-lasting responsive cushioning and a super-plush feel and the Rubber outsole gives ultimate durability.",2.5,66,2020-04-13 15:06:21,Men's product,footwear,high popularity
Men's adidas Running Kollide Shoes,CL7551,47.99,23.99,50,Adidas CORE / NEO,Men's adidas Running Kollide Shoes: Extremely functional and subtle running shoes for men. The breathable and lightweight textile upper offer extended ventilation and comfort. The Cloudfoam midsole gives you cushioning you need everyday and Rubber outsole provides durability.,5.0,54,2020-04-13 15:06:21,Men's product,footwear,high popularity
Men's adidas Running Edge PR Shoes,AC8122,79.99,39.99,50,Adidas SPORT PERFORMANCE,"Men's adidas Running Edge PR Shoes: With a springy midsole and breathable upper, these men's running shoes are inspired by a racing flat. Bounce provides flexible cushioning for energised comfort, and a mesh upper keeps them lightweight.",4.2,66,2020-04-13 15:06:21,Men's product,footwear,high popularity
Men's adidas Originals FuturePacer Shoes,CM8453,199.99,99.99,50,Adidas ORIGINALS,Men's adidas Originals FuturePacer Shoes: The Futurepacer reworks the revolutionary design of the 1984 Micropacer shoes to challenge old ideas of what a sneaker should look like. This futuristic style makes a statement with a fully reflective stretchy upper and a mix of premium leathers. A Boost midsole with textured EVA plugs returns energy with every stride.,3.5,1,2020-04-13 15:06:21,Men's product,footwear,low popularity
MEN'S ADIDAS ORIGINALS MICROPACER X R1 SHOES,EE3625,159.99,79.99,50,Adidas ORIGINALS,"MEN'S ADIDAS ORIGINALS MICROPACER X R1 SHOES: These shoes are a hybrid of retro and modern adidas designs. Made in leather with suede overlays, they combine the midsole look of the NMD_R1 with the vintage-tech upper of the 1984 Micropacer, born during an era when wearable technology was an exciting new concept. The Boost midsole adds durable energy return.",0.0,94,2020-04-13 15:06:21,Men's product,footwear,very high popularity
Men's adidas Outdoor Andorian Shoes,CM0031,45.99,22.99,50,Adidas SPORT PERFORMANCE,"Men's adidas Outdoor Andorian Shoes: The adidas Andorian shoes for men are crafted with a strong, grippy outsole inspired by mountain bike tires, and a super durable Mesh and Synthetic upper. They come with Lightweight EVA midsole for stability and cushioning while the abrasion resistant rubber outsole provides aggressive traction for rough terrain.",0.0,49,2020-04-13 15:06:21,Men's product,footwear,medium popularity
Men's adidas Sport Inspired Advantage Base Shoes,EE7697,49.99,24.99,50,Adidas CORE / NEO,Men's adidas Sport Inspired Advantage Base Shoes: A court look emerges on the streets. These shoes have a sleek textile upper and a textured rubber cupsole.,3.5,6,2020-04-13 15:06:21,Men's product,footwear,low popularity
Men's adidas Running Galaxy 4 Shoes,F36159,52.99,26.49,50,Adidas CORE / NEO,Men's adidas Running Galaxy 4 Shoes: Add miles to your running regimen in these men's shoes. They have a durable and breathable mesh upper with a midfoot cage for added support and stability. The plush Cloudfoam midsole delivers ultra-soft cushioning.,2.4,99,2020-04-13 15:06:21,Men's product,footwear,very high popularity
MEN'S ADIDAS ESSENTIALS EEZAY FLIP-FLOPS,F35028,19.99,9.99,50,Adidas CORE / NEO,"MEN'S ADIDAS ESSENTIALS EEZAY FLIP-FLOPS: These men's classic flip-flops offer a clean beach design. Featuring midsole cushioning, this essential footwear provides lightweight comfort in a simple silhouette.",0.0,67,2020-04-13 15:06:21,Men's product,footwear,high popularity
men's ADIDAS ORIGINALS PW HU HOLI STAN SMITH SHOES,AC7042,99.99,49.99,50,Adidas ORIGINALS,"men's ADIDAS ORIGINALS PW HU HOLI STAN SMITH SHOES: A style icon gets some love from one of today's top trendsetters. Pharrell Williams puts his creative spin on these shoes, which have all the clean, classic details of the beloved Stan Smith.",3.1,49,2020-04-13 15:06:22,Men's product,footwear,medium popularity
MEN'S ADIDAS RUNNING ZETA 1.0 SHOES,CJ8053,59.99,29.99,50,Adidas CORE / NEO,"MEN'S ADIDAS RUNNING ZETA 1.0 SHOES: Designed to go the distance, these adidas Zeta 1.0 running shoes for men give optimum cushioning to your feet with full-length CLOUDFOAM and its stretch Mesh upper inspires comfortable familiarity. It's smart style details balance the clean design and the rubber outsole provides best durability.",4.4,42,2020-04-13 15:06:22,Men's product,footwear,medium popularity
Men's adidas Running PureBounce+ Clima Shoes,BC0836,89.99,44.99,50,Adidas SPORT PERFORMANCE,"Men's adidas Running PureBounce+ Clima Shoes: These running shoes are designed with 360 degrees of ventilation to help you stay cool on hot days. They have a lightweight and breathable mesh upper. A wide forefoot provides a stable platform for lateral movement, and energised cushioning provides comfort and flexibility.",3.4,90,2020-04-13 15:06:22,Men's product,footwear,very high popularity
Men's adidas Running Duramo 9 Shoes,F35275,65.99,32.99,50,Adidas CORE / NEO,"Men's adidas Running Duramo 9 Shoes: These men's versatile running shoes are ideal for the treadmill or the trail. They feature a mesh upper for breathability and a seamless print overlay for additional support. Pillow-soft Cloudfoam cushions every stride, while the durable outsole holds up to everyday wear.",3.8,88,2020-04-13 15:06:22,Men's product,footwear,very high popularity
MEN'S ADIDAS RUNNING HELKIN 3.0 SHOES,CJ8115,45.99,22.99,50,Adidas CORE / NEO,MEN'S ADIDAS RUNNING HELKIN 3.0 SHOES: Style and performance go hand in hand in this adidas Helkin 3.0 Running shoes for men. The breathable upper Knit-Mesh offers maximum ventilation. EVA midsole and rubber outsole.,3.0,44,2020-04-13 15:06:22,Men's product,footwear,medium popularity
MEN'S ADIDAS RUNNING ARIUS 1.0 SHOES,CJ8089,49.99,24.99,50,Adidas CORE / NEO,MEN'S ADIDAS RUNNING ARIUS 1.0 SHOES: The adidas Arius 1.0 Running shoes for men feature a comfortable two-tone Mesh upper with They come with Lightstrike IMEVA midsole for long term lightweight cushioning and shock absorption with a full rubber outsole for durability.,3.5,74,2020-04-13 15:06:22,Men's product,footwear,high popularity
Men's adidas Originals Skateboarding Seeley Shoes,EE6128,59.99,35.99,40,Adidas ORIGINALS,"Men's adidas Originals Skateboarding Seeley Shoes: Designed so they're ready-to-ride with no wear-in time, these shoes draw on adidas heritage and reimagine it specifically for skateboarding. An abrasion-resistant suede upper holds up to daily park sessions, while the textile lining keeps your feet comfortable on or off the board. Tonal 3-Stripes and a linear Trefoil logo give these shoes low-key adidas style.",4.3,19,2020-04-13 15:06:22,Men's product,footwear,low popularity
MEN'S ADIDAS RUNNING HELKIN 3.0 SHOES,CJ8118,45.99,22.99,50,Adidas CORE / NEO,MEN'S ADIDAS RUNNING HELKIN 3.0 SHOES: Style and performance go hand in hand in this adidas Helkin 3.0 Running shoes for men. The breathable upper Knit-Mesh offers maximum ventilation. EVA midsole and rubber outsole.,2.2,54,2020-04-13 15:06:22,Men's product,footwear,high popularity
Men's adidas Running Grito Shoes,CL7328,47.99,23.99,50,Adidas CORE / NEO,"Men's adidas Running Grito Shoes: Great everyday shoes for runners to go that extra mile. Features Textile Mesh upper for maximum ventilation, lightstrike EVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear.",3.5,79,2020-04-13 15:06:22,Men's product,footwear,very high popularity
Men's adidas Running Nepton 2.0 Shoes,CL7470,55.99,27.99,50,Adidas CORE / NEO,"Men's adidas Running Nepton 2.0 Shoes: Energize your run while staying comfortable with this new design, your ride will be smooth and effortless. Breathable textile upper for maximum ventilation and a cushioned midsole provides all-day comfort with rubber outsole for best durability in high wear areas.",4.0,5,2020-04-13 15:06:22,Men's product,footwear,low popularity
