Product Name,Sale Price,Listing Price,Currency,Color,Description,Country,Rating,Reviews,Gender,Product Type,Popularity
Men's adidas Sports Inspired Lite Racer Shoes,23.99,39.99,USD,Various,Men's adidas Sports Inspired Lite Racer Shoes: The ultra-lightweight build of these shoes takes a running-inspired style to the streets. The sporty look has a breathable and durable mesh upper with stitched-on 3-Stripes. EVA cushioning provides lightweight comfort for every step.,Various,4.0,45,Men's product,footwear,medium popularity
Men's adidas Originals Yung-96 Chasm Shoes,47.99,79.99,USD,Various,"Men's adidas Originals Yung-96 Chasm Shoes: Daring and unabashedly eccentric, Yung-96 captures the rebellious spirit of the 1990s. This seasonal version features wavy overlays that mirror the '96 Yung Chasm, an archival running shoe. The shoes are made of supple leather and offer a supportive, cushioned feel.",Various,4.1,19,Men's product,footwear,low popularity
Men's adidas RunFalcon Shoes,59.99,59.99,USD,Various,Men's adidas RunFalcon Shoes: Water-repellent shoes for adding variety to your daily workout routine. These multisport training shoes have a ripstop and leather-like upper for cold-weather durability. A midfoot cage provides additional stability while lightweight cushioning keeps you comfortable across long distances.,Various,4.2,52,Men's product,footwear,high popularity
Men's Running Duramo SL Shoes,59.99,59.99,USD,Various,"Men's Running Duramo SL Shoes: Variety keeps you motivated. For running, lifting or playing pickup games, these running shoes are all about versatile comfort. They have a lightweight build with pillow-like cushioning. No-sew overlays support the foot through quick bursts and lateral movements.",Various,1.0,13,Men's product,footwear,low popularity
Men's adidas Running Asweerun Shoes,55.99,55.99,USD,Various,"Men's adidas Running Asweerun Shoes: Aspire to greatness. These running shoes are made with an airy, lightweight mesh upper. The durable rubber outsole grips the pavement for added stability. A cushioned midsole brings comfort to each step.",Various,3.6,55,Men's product,footwear,high popularity
WOMEN'S ADIDAS ORIGINALS SUPERSTAR SLIP-ON SHOES,29.99,59.99,USD,Various,"WOMEN'S ADIDAS ORIGINALS SUPERSTAR SLIP-ON SHOES: Inspired by the iconic '70s basketball sneakers, these women's shoes have easygoing style. Slip-on construction with crisscross elastic straps over the foot give them a relaxed look. The rubber shell toe is classic adidas Superstar sneaker.",Various,3.7,28,Women's product,footwear,medium popularity
WOMEN'S ADIDAS RUNNING NEPTON 2.0 SHOES,24.99,49.99,USD,Various,WOMEN'S ADIDAS RUNNING NEPTON 2.0 SHOES: Sleek design with reflective three stripes makes it a contemporary yet functional shoe. Breathable textile upper for maximum ventilation and a cushioned midsole provides all-day comfort with rubber outsole for best durability in high wear areas.,Various,3.4,13,Women's product,footwear,low popularity
MEN'S ADIDAS SPORT INSPIRED LITE RACER SHOES,23.99,39.99,USD,Various,MEN'S ADIDAS SPORT INSPIRED LITE RACER SHOES: Extremely functional and subtle running-insipred shoes for men. Feature an airy sandwich mesh upper and the sporty look of nubuck on the overlays. EVA cushioning adds extra comfort with ORTHOLITE foam insole for superior comfort on the run. The running 3-Stripes on the sides along with adidas Neo logo on the back and all-over print on the upper add to it's appeal.,Various,2.0,54,Men's product,footwear,high popularity
WOMEN'S ADIDAS RUNNING ENERGY CLOUD V SHOES,29.99,59.99,USD,Various,"WOMEN'S ADIDAS RUNNING ENERGY CLOUD V SHOES: Lightweight and flexible, these women's running shoes have an air mesh upper for maximum breathability and a TPU overlay for extra support. A Cloudfoam midsole provides responsive cushioning for plush comfort.",Various,3.2,45,Women's product,footwear,medium popularity
Men's adidas Running PureBoost Shoes,64.99,129.99,USD,Various,"Men's adidas Running PureBoost Shoes: Dog leashes, tree roots, railroad tracks. Street running is full of obstacles. Handle the unexpected with grace in these natural running shoes. They have a light and stretchy knit upper that adapts to the shape of your foot as you move. Energised cushioning and a flexible outsole deliver a smooth ride.",Various,4.9,76,Men's product,footwear,very high popularity
MEN'S ADIDAS RUNNING DURAMO 9 SHOES,59.99,59.99,USD,Various,"MEN'S ADIDAS RUNNING DURAMO 9 SHOES: These men's running shoes will get you on the road to your goals. A sandwich mesh upper offers lightweight breathability, while a seamless print overlay adds support for a stable stride. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride.",Various,0.0,73,Men's product,footwear,high popularity
Men's adidas Running Duramo 9 Shoes,32.99,65.99,USD,Various,"Men's adidas Running Duramo 9 Shoes: These men's versatile running shoes are ideal for the treadmill or the trail. They feature a mesh upper for breathability and a seamless print overlay for additional support. Pillow-soft Cloudfoam cushions every stride, while the durable outsole holds up to everyday wear.",Various,2.5,47,Men's product,footwear,medium popularity
MEN'S ADIDAS SPORT INSPIRED VIDELL SHOES,18.99,37.99,USD,Various,MEN'S ADIDAS SPORT INSPIRED VIDELL SHOES: Extremely functional and subtle running-inspired shoes for men. Feature a textile mesh upper and synthetic overlays. EVA cushioning adds extra comfort. The running 3-Stripes on the sides along with an interesting all-over print on the upper add to it's appeal.,Various,2.7,93,Men's product,footwear,very high popularity
Women's adidas Originals Swift Run Shoes,39.99,79.99,USD,Various,"Women's adidas Originals Swift Run Shoes: The Swift distills elements from '80s running designs and adds a modern feel. These knit shoes show off welded details and an exotic leopard print. They come with a supportive, sock-like feel and are built for all-day ease with a cushy midsole.",Various,1.5,69,Women's product,footwear,high popularity
WOMEN'S ADIDAS ORIGINALS SAMBA OG SHOES,39.99,79.99,USD,Various,"WOMEN'S ADIDAS ORIGINALS SAMBA OG SHOES: First launched in the '50s as an indoor trainer, the Samba has been adopted as a street-style icon. These women's shoes stay true to their legacy with premium materials. They have a leather build with suede overlays and a gold-foil ""Samba"" above the 3-Stripes.",Various,2.9,65,Women's product,footwear,high popularity
MEN'S ADIDAS RUNFALCON SHOES,59.99,59.99,USD,Various,MEN'S ADIDAS RUNFALCON SHOES: Water-repellent shoes for adding variety to your daily workout routine. These multisport training shoes have a ripstop and leather-like upper for cold-weather durability. A midfoot cage provides additional stability while lightweight cushioning keeps you comfortable across long distances.,Various,4.0,38,Men's product,footwear,medium popularity
WOMEN'S ADIDAS ORIGINALS POD-S3.1 SHOES,64.99,129.99,USD,Various,"WOMEN'S ADIDAS ORIGINALS POD-S3.1 SHOES: The P.O.D. System is reborn from the archives, bringing modern comfort, flexibility and design to a piece of adidas heritage. Made with a cosy knit upper, the shoes blend best-of-the-'90s three-dimensional cushioning with the responsive feel of Boost.",Various,3.7,62,Women's product,footwear,high popularity
WOMEN'S ADIDAS ORIGINALS SAMBA OG SHOES,39.99,79.99,USD,Various,"WOMEN'S ADIDAS ORIGINALS SAMBA OG SHOES: First launched in the '50s as an indoor trainer, the Samba has been adopted as a street-style icon. These women's shoes stay true to their legacy with premium materials. They have a leather build with suede overlays and a gold-foil ""Samba"" above the 3-Stripes.",Various,2.8,6,Women's product,footwear,low popularity
Women's adidas Sport Inspired Quesa Shoes,34.99,69.99,USD,Various,"Women's adidas Sport Inspired Quesa Shoes: Explore new paths in these outdoor running shoes. A soft, step-in feel and a cushioned midsole with pillow-like construction provide comfort for every stride. The trail-ready outsole handles rugged routes in style.",Various,0.0,89,Women's product,footwear,very high popularity
Men's adidas Running EnergyFalcon Shoes,69.99,69.99,USD,Various,"Men's adidas Running EnergyFalcon Shoes: When you dig deep to reach your goals, these running shoes offer the support and stability you need. Every step feels pillow-soft with plush Cloudfoam comfort cushioning . A flowing TPU heel counter and thin support cage keep the foot centred and stable. The durable adiwear outsole is made for logging many miles.",Various,4.7,6,Men's product,footwear,low popularity
Men's adidas Sport Inspired Lite Racer RBN Shoes,55.99,55.99,USD,Various,Men's adidas Sport Inspired Lite Racer RBN Shoes: The spirit of speed combined with comfort and style for the streets. These running-inspired shoes make every step airy and comfortable with a sock-like mesh upper and plush midsole cushioning. Seamless 3-Stripes add to the sporty look.,Various,4.5,10,Men's product,footwear,low popularity
Men's adidas Running EnergyFalcon Shoes,69.99,69.99,USD,Various,"Men's adidas Running EnergyFalcon Shoes: When you dig deep to reach your goals, these running shoes offer the support and stability you need. Every step feels pillow-soft with plush Cloudfoam comfort cushioning . A flowing TPU heel counter and thin support cage keep the foot centred and stable. The durable adiwear outsole is made for logging many miles.",Various,4.7,9,Men's product,footwear,low popularity
Men's adidas Running EnergyFalcon Shoes,75.99,75.99,USD,Various,"Men's adidas Running EnergyFalcon Shoes: Dig deep. These running shoes have a supportive, free-motion design that offers the stability and comfort you need to reach your goals. From the first step, the cushioning feels pillow-soft. The molded heel allows your Achilles to move freely while a midfoot support panel provides a natural fit. The durable outsole is made to log many miles.",Various,4.3,8,Men's product,footwear,low popularity
Women's adidas Originals Gazelle Shoes,39.99,79.99,USD,Various,"Women's adidas Originals Gazelle Shoes: Once a top pick for football and handball players in the '60s, the Gazelle was built for swift moves and sure-footed grip. These shoes are a reissue of the 1991 version. They come with the same materials and clean lines. Made of soft nubuck, the trainers are lined in a neutral tone to complement the classic low-key style.",Various,3.6,66,Women's product,footwear,high popularity
Men's adidas Sport Inspired Lite Racer CLN Shoes,49.99,49.99,USD,Various,"Men's adidas Sport Inspired Lite Racer CLN Shoes: Designed with sleek lines for a minimalist look, these shoes have a light and breathable mesh upper. Pillowy cushioning delivers comfort that lasts all day.",Various,3.8,32,Men's product,footwear,medium popularity
Women's adidas Originals U_Path Run Shoes,39.99,79.99,USD,Various,"Women's adidas Originals U_Path Run Shoes: The U_Path offers a sleek combination of retro and modern. These shoes are built of soft, breathable mesh for everyday wear. The unique D-ring lacing system is inspired by a '70s running sneaker design. A bungee heel piece provides support, and a lightweight EVA midsole adds all-day wearability.",Various,4.7,16,Women's product,footwear,low popularity
Women's adidas Outdoor Mode Sandals,14.99,24.99,USD,Various,Women's adidas Outdoor Mode Sandals: Stylish and sleek adidas Mobe sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control.,Various,3.2,49,Women's product,footwear,medium popularity
Women's adidas Originals Supercourt RX Shoes,129.99,129.99,USD,Various,"Women's adidas Originals Supercourt RX Shoes: The Supercourt RX serves up court style with a modern look. These shoes show off a leather upper with neon and reflective details, wavy sidewalls and a split outsole. They're detailed with perforated 3-Stripes and a logo window next to the laces.",Various,5.0,64,Women's product,footwear,high popularity
Women's adidas SWIM BRIZO 4.0 Slippers,6.0,14.99,USD,Various,"Women's adidas SWIM BRIZO 4.0 Slippers: The simple and stylish adidas Brizo 4.0 slippers for women. Crafted with premium Synthetic, these thongs are perfect for all kind of outfits. Synthetic straps and thong construction allows additional comfort. Lightweight EVA for comfort with Die-cut Rubber outsole keep it durable.",Various,2.9,0,Women's product,footwear,low popularity
Men's adidas Sport Inspired Fusion Flow Shoes,29.99,59.99,USD,Various,"Men's adidas Sport Inspired Fusion Flow Shoes: A classic hardwood style makes a comeback. These basketball-inspired shoes infuse on-the-court attitude into a low-profile look. They have an airy, durable mesh upper with premium suede and leather details. Super-soft Cloudfoam cushioning provides all-day comfort.",Various,2.5,46,Men's product,footwear,medium popularity
Men's adidas Running Kalus Shoes,21.49,42.99,USD,Various,"Men's adidas Running Kalus Shoes: A well cushioned shoe with a fresher look that will appeal to young runners. Features Mesh upper for maximum ventilation, lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear.",Various,4.4,88,Men's product,footwear,very high popularity
Men's adidas Sport Inspired Archivo Shoes,55.99,55.99,USD,Various,Men's adidas Sport Inspired Archivo Shoes: Modern comfort and authentic adidas heritage mix it up. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays and subtle 3-Stripes for sporty style.,Various,3.2,52,Men's product,footwear,high popularity
Men's adidas Sport Inspired Archivo Shoes,55.99,55.99,USD,Various,Men's adidas Sport Inspired Archivo Shoes: Modern comfort and authentic adidas heritage mix it up. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays and subtle 3-Stripes for sporty style.,Various,4.5,46,Men's product,footwear,medium popularity
Men's adidas Running Asweego Shoes,79.99,79.99,USD,Various,Men's adidas Running Asweego Shoes: Shoes with flexibility and responsiveness for multisport training. These shoes have a mesh upper that hugs the foot for a sock-like fit. Pillow-like midsole cushioning provides long-lasting comfort. Durable rubber inserts at the forefoot and heel provide added grip so you're ready for unexpected terrain.,Various,3.5,93,Men's product,footwear,very high popularity
Women's adidas Originals Marathon Tech Shoes,71.99,119.99,USD,Various,"Women's adidas Originals Marathon Tech Shoes: These shoes draft off the Marathon TR, a trail-running pioneer that debuted in 1979. The upper mixes breathable mesh and suede overlays with metallic details. A grid print on the midsole highlights the addition of responsive Boost cushioning.",Various,3.5,4,Women's product,footwear,low popularity
Unisex adidas Originals Superstar Shoes,109.99,109.99,USD,Various,"Unisex adidas Originals Superstar Shoes: In honour of Chinese New Year, adidas Originals celebrates iconic cities across the globe. The heel tab of these adidas Superstar Shoes sports the Los Angeles moniker on a lenticular graphic that changes from English to Chinese characters. Still going strong after five decades of streetwear fame, the trainer boasts smooth leather, serrated 3-Stripes and the authentic rubber shell toe.",Various,4.3,24,Unisex product,footwear,low popularity
Unisex Originals Stan Smith Shoes,109.99,109.99,USD,Various,"Unisex Originals Stan Smith Shoes: Jump into the Chinese New Year. 2020 is the Year of the Rat, and these adidas Stan Smith Shoes with Disney's Mickey Mouse are a triple celebration of Chinese tradition, pop culture and tennis heritage. The classic silhouette captures all the style of the 1971 original, with the hallmark minimalist leather build. On the heel is an ""out of office"" message from Mickey, who is going on vacation for the Lunar New Year.",Various,4.1,74,Unisex product,footwear,high popularity
Women's adidas Originals U_Path X Shoes,45.59,75.99,USD,Various,"Women's adidas Originals U_Path X Shoes: With a sleek feel and futuristic look, the U_Path shoe represents the next generation of track-inspired streetwear. These shoes come with a lightweight mesh upper. A leather heel cap adds luxe texture.",Various,3.2,72,Women's product,footwear,high popularity
Women's adidas Originals Gazelle Shoes,47.99,79.99,USD,Various,"Women's adidas Originals Gazelle Shoes: In 1991, adidas refined the original '60s Gazelle design, and the version became a favorite. These shoes are an authentic reissue of the 1991 redesign. They're made of soft suede and feature the classic T-shape toe.",Various,2.7,62,Women's product,footwear,high popularity
Men's Sport Inspired Run60s Shoes,55.99,55.99,USD,Various,Men's Sport Inspired Run60s Shoes: An adidas retro style made for everyday durability. These shoes update a classic running look with extra midsole cushioning to give you comfort for your whole day. Put your 3-Stripes pride on display.,Various,4.8,97,Men's product,footwear,very high popularity
Men's Sport Inspired Run60s Shoes,55.99,55.99,USD,Various,Men's Sport Inspired Run60s Shoes: An adidas retro style made for everyday durability. These shoes update a classic running look with extra midsole cushioning to give you comfort for your whole day. Put your 3-Stripes pride on display.,Various,2.8,56,Men's product,footwear,high popularity
Women's adidas Originals POD-S3.1 Shoes,71.99,119.99,USD,Various,"Women's adidas Originals POD-S3.1 Shoes: Reviving the '90s-era ""Point of Deflection"" cushioning system, these shoes feature a three-part midsole that includes ultra-responsive Boost at the heel for endless energy. They're built to hug the foot with a mix of lightweight open and closed mesh. Bungee straps at the laces and heel add to the technical feel. The translucent TPU bridge comes with a heat-map graphic to call out a key part of the P.O.D. System.",Various,3.1,36,Women's product,footwear,medium popularity
Unisex adidas Originals Skateboarding 3MC Shoes,29.99,59.99,USD,Various,"Unisex adidas Originals Skateboarding 3MC Shoes: Combining skate-friendly design with a clean, classic profile, these shoes are in their element on or off the board. Their highly versatile style is rider-friendly, with a reinforced canvas upper and an ultra-flexible Geoflex outsole that moves naturally with your foot and has great board feel.",Various,2.8,44,Unisex product,footwear,medium popularity
Unisex adidas Originals Sabalo Shoes,37.99,75.99,USD,Various,"Unisex adidas Originals Sabalo Shoes: A skate shoe inspired by the iconic fisheye lens used to capture the movement of skateboarding. Featuring design elements like a wraparound vulcanised outsole and a suede upper, these shoes offer superior grip and exceptional board feel. A cushy sockliner combined with a classic lace closure offers a comfortable custom fit.",Various,3.1,10,Unisex product,footwear,low popularity
WOMEN'S ADIDAS SPORT INSPIRED QT SHOES,39.99,39.99,USD,Various,WOMEN'S ADIDAS SPORT INSPIRED QT SHOES: Hardcourt style with a feminine shape. These women's shoes have a low profile with a thin rubber cupsole. Made in a leather-look upper with glossy 3-Stripes.,Various,2.7,48,Women's product,footwear,medium popularity
Women's adidas Originals Swift Run Shoes,45.59,75.99,USD,Various,"Women's adidas Originals Swift Run Shoes: Inspired by heritage running designs, these women's knit shoes have a sleek shape and a snug, sock-like feel. Embroidered accents and welded details elevate the look beyond basic. Built for all-day ease with a stretchy knit lining and a cushy midsole.",Various,2.0,48,Women's product,footwear,medium popularity
Women's ADIDAS RUNNING EDGE LUX SHOES,37.99,75.99,USD,Various,"Women's ADIDAS RUNNING EDGE LUX SHOES: Energize your run while staying comfortable with these adidas Edge Lux 2 shoes for women. They are crafted with energizing BOUNCEâ?¢ Foam midsole which makes your ride smooth and effortless and sock-like construction provides a sleek, snug fit that lets you move naturally. The Mesh upper offers maximum ventilation to the feet. Continental Rubber outsole provides best durability in high wear areas.",Various,3.2,83,Women's product,footwear,very high popularity
Unisex adidas Originals Skateboarding 3MC Shoes,29.99,59.99,USD,Various,"Unisex adidas Originals Skateboarding 3MC Shoes: Combining skate-friendly design with a clean, classic profile, these shoes are in their element on or off the board. Their highly versatile style is rider-friendly, with a reinforced canvas upper and an ultra-flexible Geoflex outsole that moves naturally with your foot and has great board feel.",Various,4.9,15,Unisex product,footwear,low popularity
WOMEN'S ADIDAS SPORT INSPIRED COURT ADAPT SHOES,26.49,52.99,USD,Various,WOMEN'S ADIDAS SPORT INSPIRED COURT ADAPT SHOES: Step up your style game off the court. These tennis-inspired shoes have a sleek look made from a soft knit upper. The sock-like construction rides on a smooth rubber outsole. A cushioned sockliner provides all-day comfort.,Various,4.5,69,Women's product,footwear,high popularity
Women's adidas Sport Inspired Advantage Shoes,27.99,55.99,USD,Various,Women's adidas Sport Inspired Advantage Shoes: A court style refashioned with a streamlined design that doesn't sacrifice stability. These women's tennis-inspired shoes introduce elevated comfort to your feet with a Cloudfoam sockliner. The smooth leather upper is punctuated with perforated 3-Stripes.,Various,2.4,17,Women's product,footwear,low popularity
Women's adidas Sport Inspired Grand Court Shoes,26.49,52.99,USD,Various,Women's adidas Sport Inspired Grand Court Shoes: A '70s style reborn. These shoes take inspiration from iconic sport styles of the past and move them into the future. The shoes craft an everyday look with a leather-like upper. Signature 3-Stripes flash along the sides. Plush midsole cushioning gives comfort to every step.,Various,4.9,23,Women's product,footwear,low popularity
Women's adidas Sport Inspired Cloudfoam Racer TR Shoes,27.99,55.99,USD,Various,"Women's adidas Sport Inspired Cloudfoam Racer TR Shoes: Inspired by outdoor trail runners. These modern shoes are made for urban adventures, with a nylon build and rubber outsole inserts. The cloudfoam inside adds long-lasting comfort.",Various,3.3,30,Women's product,footwear,medium popularity
WOMEN'S ADIDAS ADVANTAGE CL QT SHOES,22.99,45.99,USD,Various,WOMEN'S ADIDAS ADVANTAGE CL QT SHOES: Court inspiration meets female-focused style. Straight lines give these women's tennis-inspired shoes a clean and elegant look. The leather-like upper features a metallic finish and perforated 3-Stripes that bring them into the modern age.,Various,2.9,12,Women's product,footwear,low popularity
Women's adidas Sport Inspired Questar Ride Shoes,32.99,65.99,USD,Various,Women's adidas Sport Inspired Questar Ride Shoes: Enjoy comfort and stability in these durable running-inspired shoes for women. They feature a sporty two-tone mesh upper and a Cloudfoam midsole that cushions every stride. The moulded heel counter offers a snug fit.,Various,4.0,84,Women's product,footwear,very high popularity
WOMEN'S ADIDAS RUNNING EDGE LUX 2 SHOES,39.99,79.99,USD,Various,"WOMEN'S ADIDAS RUNNING EDGE LUX 2 SHOES: Energize your run while staying comfortable with these adidas Edge Lux 2 shoes for women. They are crafted with energizing BOUNCEâ?¢ Foam midsole which makes your ride smooth and effortless and sock-like construction provides a sleek, snug fit that lets you move naturally. The Mesh upper offers maximum ventilation to the feet. Continental Rubber outsole provides best durability in high wear areas.",Various,1.0,42,Women's product,footwear,medium popularity
Women's adidas Sport Inspired VS Advantage Clean Shoes,22.99,45.99,USD,Various,"Women's adidas Sport Inspired VS Advantage Clean Shoes: Simple, stable and straightforward design for timeless court style. These women's tennis-inspired shoes feature perforated 3-Stripes on a nubuck-like upper for a classic look. A textile lining gives them a comfortable feel.",Various,4.2,76,Women's product,footwear,very high popularity
WOMEN'S ADIDAS SPORT INSPIRED RUN 70S SHOES,32.99,65.99,USD,Various,WOMEN'S ADIDAS SPORT INSPIRED RUN 70S SHOES: Modern design meets retro style. A two-tone knit upper with welded 3-Stripes updates the classic '70s look of these women's running-inspired shoes. A lightweight midsole provides cushioned comfort with every step.,Various,4.6,72,Women's product,footwear,high popularity
Women's adidas Running Edge Lux Clima 2 Shoes,39.99,79.99,USD,Various,"Women's adidas Running Edge Lux Clima 2 Shoes: Designed to give you maximum airflow for warm-weather running. These neutral shoes are made of airy mesh, with a perforated tongue and sockliner. Vents in the midsole and outsole provide 360 degrees of breathability. The women's-specific design offers a dialed-in fit.",Various,3.1,89,Women's product,footwear,very high popularity
WOMEN'S ADIDAS RUNNING EDGE LUX 3 SHOES,39.99,79.99,USD,Various,"WOMEN'S ADIDAS RUNNING EDGE LUX 3 SHOES: These neutral running shoes have a women's-specific design, with a rounder heel that cradles the foot. The upper is made of lightweight stretch mesh for a barely there feel. Designed for indoor and outdoor running, the shoes feature springy cushioning to keep you comfortable over the miles.",Various,2.8,53,Women's product,footwear,high popularity
Women's adidas Sport Inspired Lite Racer Reborn Shoes,27.99,55.99,USD,Various,Women's adidas Sport Inspired Lite Racer Reborn Shoes: Fresh running style. These shoes have a lightweight textile upper that hugs the foot with a sock-like construction. Plush midsole and outsole cushioning keeps your feet comfortable throughout the day. Seamless 3-Stripes flash down the sides.,Various,1.5,66,Women's product,footwear,high popularity
WOMEN'S ADIDAS SPORT INSPIRED QUESTAR FLOW SHOES,29.99,59.99,USD,Various,WOMEN'S ADIDAS SPORT INSPIRED QUESTAR FLOW SHOES: Light on your feet. Ready for the streets. These women's running-inspired shoes give the textured knit upper a modern edge with floating 3-Stripes integrated into the lacing system. Pillow-soft Cloudfoam cushioning in the combined midsole and outsole provides comfort that lasts all day long.,Various,4.7,24,Women's product,footwear,low popularity
Women's adidas Sport Inspired Energy Cloud V Shoes,29.99,59.99,USD,Various,"Women's adidas Sport Inspired Energy Cloud V Shoes: Bolster your off-road workouts in these women's light and flexible running shoes. The ventilated mesh upper offers maximum breathability, while a TPU overlay adds extra support. The responsive midsole features pillow-soft Cloudfoam cushioning for comfort with every stride.",Various,5.0,10,Women's product,footwear,low popularity
Women's adidas Sport Inspired Grand Court Base Shoes,39.99,39.99,USD,Various,Women's adidas Sport Inspired Grand Court Base Shoes: A mash-up of celebrated court styles. These '70s-inspired shoes have a smooth leather-like upper. They flash perforated 3-Stripes on one side and stitched contrast 3-Stripes on the other. Ultra-soft cushioning ensures a smooth ride.,Various,2.8,1,Women's product,footwear,low popularity
Women's Sport Inspired Advantage Base Shoes,45.99,45.99,USD,Various,Women's Sport Inspired Advantage Base Shoes: A court look emerges on the streets. These shoes have a sleek synthetic upper with a leather-like look and a textured rubber cupsole.,Various,4.0,60,Women's product,footwear,high popularity
Women's adidas Running Edge Lux 3 Shoes,39.99,79.99,USD,Various,"Women's adidas Running Edge Lux 3 Shoes: These neutral running shoes have a women's-specific design, with a rounder heel that cradles the foot. The upper is made of lightweight stretch mesh for a barely there feel. Designed for indoor and outdoor running, the shoes feature springy cushioning to keep you comfortable over the miles.",Various,4.5,47,Women's product,footwear,medium popularity
Women's adidas Running Asweego Shoes,34.99,69.99,USD,Various,Women's adidas Running Asweego Shoes: Shoes with flexibility and responsiveness for multisport training. These running shoes for women have a mesh upper that hugs the foot for a sock-like fit. Pillow-like midsole cushioning provides long-lasting comfort. Durable rubber inserts at the forefoot and heel provide added grip so you're ready for unexpected terrain.,Various,2.7,98,Women's product,footwear,very high popularity
Women's Sport Inspired Grand Court Shoes,59.99,59.99,USD,Various,Women's Sport Inspired Grand Court Shoes: A '70s style reborn. These shoes take inspiration from iconic sport styles of the past and move them into the future. The shoes craft an everyday look with a leather-like upper. Signature 3-Stripes flash along the sides. Plush midsole cushioning gives comfort to every step.,Various,3.8,35,Women's product,footwear,medium popularity
Women's adidas Originals Fiorucci Falcon Shoes,59.99,119.99,USD,Various,"Women's adidas Originals Fiorucci Falcon Shoes: Fiorucci brings its electric energy and carefree, joyful style to adidas Originals. A collaboration with the endlessly creative fashion brand, these Falcon shoes embody the fun, sassy spirit Fiorucci is known for. A Fiorucci logo embroidery stands out on the side.",Various,3.5,50,Women's product,footwear,medium popularity
Women's Sport Inspired Advantage Shoes,55.99,55.99,USD,Various,Women's Sport Inspired Advantage Shoes: A court style refashioned with a streamlined design that doesn't sacrifice stability. These women's tennis-inspired shoes introduce elevated comfort to your feet with a Cloudfoam sockliner. The smooth leather upper is punctuated with perforated 3-Stripes.,Various,2.4,47,Women's product,footwear,medium popularity
Women's adidas Sport Inspired Advantage Base Shoes,45.99,45.99,USD,Various,Women's adidas Sport Inspired Advantage Base Shoes: A court look emerges on the streets. These shoes have a sleek leather-like upper punctuated with perforated 3-Stripes. The low-profile shape rides on a smooth rubber cupsole.,Various,4.1,67,Women's product,footwear,high popularity
Women's Sport Inspired Coneo QT Shoes,39.99,39.99,USD,Various,Women's Sport Inspired Coneo QT Shoes: Hardcourt looks in a sleek low-profile design. These women's tennis-inspired shoes show off the iconic 3-Stripes style elevated with metallic accents.,Various,3.5,59,Women's product,footwear,high popularity
Women's Sport Inspired Courtflash X Shoes,45.99,45.99,USD,Various,Women's Sport Inspired Courtflash X Shoes: Elevate your on-court look with a modern approach. These adidas tennis-inspired shoes feature printed upper that showcase your sporty style on the street. A low-profile design and a lightweight feel let you wear them every day in versatile comfort.,Various,2.7,54,Women's product,footwear,high popularity
Women's adidas Originals Adilette Slides,35.99,35.99,USD,Various,"Women's adidas Originals Adilette Slides: Keep it casual. These Adilette Slides are all about the easy, breezy vibes. They're made to dry quickly so your feet stay comfy straight out of the hot tub. Bonus: They're a great way to show off that pedi.",Various,3.8,25,Women's product,footwear,low popularity
Women's Sport Inspired Courtflash X Shoes,39.99,39.99,USD,Various,Women's Sport Inspired Courtflash X Shoes: Elevate your on-court look with a modern approach. These adidas tennis-inspired shoes feature contrast details that showcase your sporty style on the street. A low-profile design and a lightweight feel let you wear them every day in versatile comfort.,Various,4.4,92,Women's product,footwear,very high popularity
Women's Sport Inspired Courtflash X Shoes,39.99,39.99,USD,Various,Women's Sport Inspired Courtflash X Shoes: Elevate your on-court look with a modern approach. These adidas tennis-inspired shoes feature contrast details that showcase your sporty style on the street. A low-profile design and a lightweight feel let you wear them every day in versatile comfort.,Various,3.1,53,Women's product,footwear,high popularity
Women's Sport Inspired Courtflash X Shoes,39.99,39.99,USD,Various,Women's Sport Inspired Courtflash X Shoes: Elevate your on-court look with a modern approach. These adidas tennis-inspired shoes feature contrast details that showcase your sporty style on the street. A low-profile design and a lightweight feel let you wear them every day in versatile comfort.,Various,4.1,57,Women's product,footwear,high popularity
Women's adidas Originals Adilette Slides,35.99,35.99,USD,Various,"Women's adidas Originals Adilette Slides: Keep it casual. These Adilette Slides are all about the easy, breezy vibes. They're made to dry quickly so your feet stay comfy straight out of the hot tub. Bonus: They're a great way to show off that pedi.",Various,4.1,22,Women's product,footwear,low popularity
Women's adidas Sport Inspired Courtflash X Shoes,39.99,39.99,USD,Various,Women's adidas Sport Inspired Courtflash X Shoes: Elevate your on-court look with a modern approach. These adidas tennis-inspired shoes feature contrast details that showcase your sporty style on the street. A low-profile design and a lightweight feel let you wear them every day in versatile comfort.,Various,3.8,22,Women's product,footwear,low popularity
