Product Name,Sale Price,Listing Price,Currency,Color,Description,Country,Rating,Reviews,Gender,Product Type,Popularity
X Ghosted.3 Laceless Firm Ground Cleats,80.0,100.0,USD,Pink,"X Ghosted.3 Laceless Firm Ground Cleats: The only thing that makes defenders sweat more than seeing you on the pitch? Not seeing you at all. Pull on X Ghosted and discover next-level speed. The stretchy tongue on these adidas soccer cleats means you'll get into them without a glitch. Lightweight and laceless, the mesh upper hugs the foot so you're securely strapped in for every sprint. The low-cut silhouette with signature Clawcollar shape locks your foot in for match-long stability and support.",USA,4.4,281,Other,footwear,very high popularity
Essentials Logo Tee (Plus Size),20.0,25.0,USD,Grey,"Essentials Logo Tee (Plus Size): There's nothing more essential than a trusty t-shirt. It's the foundation of any wardrobe, and this one brings comfort and style to your closet. The adidas Badge of Sport adds a touch of style to this everyday tee. The soft cotton jersey is ready for all-day wear. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",USA,4.5,29,Women's product,clothing,low popularity
Originals Sunglasses OR0032,112.0,160.0,USD,Black,"Originals Sunglasses OR0032: Timeless and easy. The iconic navigator shape gets an update with an acetate frame. These adidas Originals sunglasses add retro style to any outfit, and up your cool factor like no other accessory.",USA,5.0,2,Other,accessories,low popularity
adidas x Zoe Saldana Long Sleeve Tee,28.0,35.0,USD,Black,"adidas x Zoe Saldana Long Sleeve Tee: Your growth, your goals and the challenges you face along the way are all part of your journey. This adidas tee was created in collaboration with Zoe Saldana to inspire you to move with confidence, no matter where you are on your path. Smooth material lays softly on your body so you can feel comfortable in your own skin. A solid color offers styling versatility.

This product is made with recycled content as part of our ambition to end plastic waste.",USA,4.6,15,Women's product,clothing,low popularity
Zebra Logo Graphic Tee,20.0,25.0,USD,Blue,"Zebra Logo Graphic Tee: Keep the excitement of the game flowing, even when you're off the court, in this adidas t-shirt. The soft-printed graphic integrates a zebra print with the iconic adidas Badge of Sport. Mix and match it into any casual outfit for a touch of sport-inspired style that doesn't sacrifice comfort.

By buying cotton products from us, you're supporting more sustainable cotton farming.",USA,4.5,25,Women's product,clothing,low popularity
HER Studio London Hoodie,56.0,70.0,USD,White,"HER Studio London Hoodie: Prints make life more fun. Female-led print house HER Studio London know all about it. That's why they decked out this hoodie in a vibrant mix of checked patterns and florals. The adidas Trefoil logo on the front? That's pure sport heritage. Dream team. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",USA,4.9,17,Women's product,clothing,low popularity
Aggies Long Sleeve Quarter-Zip Knit Sweatshirt,60.0,75.0,USD,Multi,"Aggies Long Sleeve Quarter-Zip Knit Sweatshirt: Root for the Aggies on game day or any day. This adidas AEROREADY quarter-zip sweatshirt absorbs moisture to keep you dry and comfortable, whether it's a blowout or a nail-biter. A Texas A&M logo has pride of place over your heart.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic.",USA,5.0,1,Women's product,clothing,low popularity
Adicolor Classics Satin Dress,48.0,60.0,USD,Black,"Adicolor Classics Satin Dress: Seize the sunbeam. This casual adidas dress is cut from satin fabric that practically glows in the light. The sleeveless cut lets your shoulders soak up some rays too.

This product is made with Primegreen, a series of high-performance recycled materials.",USA,4.7,28,Women's product,clothing,low popularity
Adicolor Oversized Sweatshirt,68.0,85.0,USD,White,"Adicolor Oversized Sweatshirt: With playful proportions and a vibrant color palette, the statement-making Adicolor Oversized Sweatshirt serves up minimalism with a contemporary twist. ​
​
Made from sumptuous French cotton-terry with an oversized fit, the hoodie is the ideal choice for those laid-back days spent lounging at home. Heading out the door? Simply throw on sneakers and jeans and you're good to go. ​
​
Billowing sleeves are given definition thanks to ribbed cuffs—which also keep you snug on those brisk early morning walks—while the tiny tonal Trefoil badge adds a touch of casual-cool to the versatile wardrobe staple. 
​
The cherry on top? Our cotton products support more sustainable cotton farming. A win win for the planet and your wardrobe.",USA,4.7,15,Women's product,clothing,low popularity
R.Y.V. Sling Pack,41.0,58.0,USD,Black,"R.Y.V. Sling Pack: When you hear your dreams calling, answer them. Don't wait. Don't hesitate. Zip your stuff in this adidas sling bag and follow your own path with confidence. Durable ripstop fabric and utilitarian pockets show that you don't mess around when it comes to self expression.

This product is made with recycled content as part of our ambition to end plastic waste.",USA,5.0,9,Other,accessories,low popularity
adidas Sportswear Future Icons Animal-Print Sweatshirt,48.0,60.0,USD,Grey,"adidas Sportswear Future Icons Animal-Print Sweatshirt: It's a fact. There is no wrong time for animal prints — especially when they're popping off this adidas sweatshirt. Move through your day supported by its soft, cozy fabric. The fun pattern keeps your look extra fresh. 

This product is made with Primegreen, a series of high-performance recycled materials.",USA,4.8,5,Women's product,clothing,low popularity
Zebra Logo Graphic Tee,20.0,25.0,USD,White,"Zebra Logo Graphic Tee: Keep the excitement of the game flowing, even when you're off the court, in this adidas t-shirt. The soft-printed graphic integrates a zebra print with the iconic adidas Badge of Sport. Mix and match it into any casual outfit for a touch of sport-inspired style that doesn't sacrifice comfort.

By buying cotton products from us, you're supporting more sustainable cotton farming.",USA,4.5,25,Women's product,clothing,low popularity
Marimekko Trefoil Infill Cropped Tee,25.0,35.0,USD,White,"Marimekko Trefoil Infill Cropped Tee: Double down on self-expression. Wear this sporty cropped t-shirt with cycling shorts, an oversize blazer or some roller skates. Anything works. Show off your midriff or go high-rise. It's up to you. However you style it, bright colors on an adidas Trefoil logo serve up a fun mix of Finnish design and sport heritage. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",USA,4.7,41,Women's product,clothing,low popularity
Adicolor Classics 3-Stripes Windbreaker,80.0,100.0,USD,Black,"Adicolor Classics 3-Stripes Windbreaker: The Adicolor Classics 3-Stripes Windbreaker is the best jacket for crisp winter mornings and long commutes in the city. Especially when you flip up the hood.

Taking inspiration from our sports archives and reinventing it for today, the jacket fuses 90s-inspired style with functional design details. Multiple pockets are there to keep your valuables safe and easily accessible, while the iconic 3-Stripes and relaxed fit give it a casual-cool vibe.

Bold and bright, in true Adicolor style, the jacket is made from lightweight recycled polyester that's ideal for transitional weather and weekend trips away. Pair yours with other items from the collection for maximum impact.",USA,4.9,12,Men's product,clothing,low popularity
AEROREADY  Designed to Move Sport Camo Logo Tee,20.0,25.0,USD,Green,"AEROREADY  Designed to Move Sport Camo Logo Tee: When activity is part of your daily routine, this adidas tee keeps you ready for whatever comes next. Stay feeling dry and fresh while you work, thanks to moisture-absorbing AEROREADY. Move freely in distraction-free comfort, from the basketball court to the weight room and beyond. The unique camo print turns up the style on your workout look.

This product is made with Primegreen, a series of high-performance recycled materials.",USA,4.9,41,Men's product,clothing,low popularity
Zebra Logo Graphic Tee,20.0,25.0,USD,Green,"Zebra Logo Graphic Tee: Keep the excitement of the game flowing, even when you're off the court, in this adidas t-shirt. The soft-printed graphic integrates a zebra print with the iconic adidas Badge of Sport. Mix and match it into any casual outfit for a touch of sport-inspired style that doesn't sacrifice comfort.

By buying cotton products from us, you're supporting more sustainable cotton farming.",USA,4.5,25,Women's product,clothing,low popularity
Camo-Print SST Top,40.0,50.0,USD,Blue,"Camo-Print SST Top: Camo print is usually meant for blending in. But you don't do usual. Bright and colorful, this print is all about standing out. Making an impression. Zip into the sporty style of this juniors' adidas track top and rock it in on school days or weekends. It's good for selfies too. 

This product is made with Primegreen, a series of high-performance recycled materials.",USA,4.9,25,Other,clothing,low popularity
Camo-Print Hoodie,36.0,45.0,USD,Blue,"Camo-Print Hoodie: Blending in? Boring. Pull on this juniors' adidas hoodie and try standing out instead. At school, at home or tearing it up with your crew in the city. You'll make an impression every time in a bright camo print.

By buying cotton products from us, you're supporting more sustainable cotton farming. This product is also made with recycled content as part of our ambition to end plastic waste.",USA,4.6,64,Other,clothing,medium popularity
Short Sleeve Graphic Tee,24.0,30.0,USD,White,"Short Sleeve Graphic Tee: Honor your hard work. Reward your efforts. OR just start with the reward and let it fuel everything else. When you slip on this t-shirt in the morning, that's exactly what you're doing. Cotton jersey feels soft against the skin. The eye-catching graphic on the front leaves no doubt that you're part of the adidas team. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",USA,4.9,7,Men's product,clothing,low popularity
